Time [s],Packet ID,MOSI,MISO
1.074881750000000,0,0x53,
1.074890833333333,0,0x30,
1.074899833333333,0,0x30,
1.074908916666667,0,0x43,
1.074918000000000,0,0x30,
1.074927083333333,0,0x30,
1.074936166666667,0,0x30,
1.074945250000000,0,0x30,
1.074954250000000,0,0x34,
1.074963333333333,0,0x43,
1.074972416666667,0,0x36,
1.074981500000000,0,0x46,
1.074990583333333,0,0x36,
1.074999666666667,0,0x33,
1.075008666666667,0,0x36,
1.075017750000000,0,0x31,
1.075026833333333,0,0x36,
1.075035916666667,0,0x43,
1.075045000000000,0,0x32,
1.075054000000000,0,0x30,
1.075063083333333,0,0x34,
1.075072166666667,0,0x42,
1.075081250000000,0,0x36,
1.075090333333333,0,0x35,
1.075099333333333,0,0x37,
1.075108416666667,0,0x39,
1.075117500000000,0,0x42,
1.075126583333333,0,0x46,
1.075135666666667,0,0x0A,
1.075144666666667,0,0x53,
1.075153750000000,0,0x32,
1.075162833333333,0,0x32,
1.075171916666667,0,0x31,
1.075181000000000,0,0x30,
1.075190083333333,0,0x32,
1.075199083333333,0,0x30,
1.075208166666667,0,0x30,
1.075217250000000,0,0x31,
1.075226333333333,0,0x38,
1.075235416666667,0,0x34,
1.075244500000000,0,0x32,
1.075253500000000,0,0x33,
1.075262583333333,0,0x42,
1.075271666666667,0,0x31,
1.075280750000000,0,0x36,
1.075289833333333,0,0x35,
1.075298833333333,0,0x31,
1.075307916666667,0,0x30,
1.075317000000000,0,0x35,
1.075326083333333,0,0x42,
1.075335166666667,0,0x44,
1.075344166666667,0,0x41,
1.075353250000000,0,0x41,
1.075362333333333,0,0x46,
1.075371416666667,0,0x46,
1.075380500000000,0,0x32,
1.075389500000000,0,0x37,
1.075398583333333,0,0x44,
1.075407666666667,0,0x42,
1.075416750000000,0,0x33,
1.075425833333333,0,0x42,
1.075434916666667,0,0x35,
1.075444000000000,0,0x44,
1.075453000000000,0,0x32,
1.075468166666667,0,0x32,
1.075477250000000,0,0x33,
1.075486333333333,0,0x34,
1.075495333333333,0,0x39,
1.075504416666667,0,0x37,
1.075513500000000,0,0x45,
1.075522583333333,0,0x41,
1.075531666666667,0,0x35,
1.075540666666667,0,0x34,
1.075549750000000,0,0x39,
1.075558833333333,0,0x46,
1.075567916666667,0,0x44,
1.075577000000000,0,0x43,
1.075586000000000,0,0x34,
1.075595083333333,0,0x44,
1.075604166666667,0,0x32,
1.075613250000000,0,0x37,
1.075622333333333,0,0x33,
1.075631333333333,0,0x33,
1.075640416666667,0,0x30,
1.075649500000000,0,0x38,
1.075658583333333,0,0x30,
1.075667666666667,0,0x38,
1.075676750000000,0,0x46,
1.075685833333333,0,0x37,
1.075694833333333,0,0x46,
1.075703916666667,0,0x39,
1.075713000000000,0,0x35,
1.075722083333333,0,0x44,
1.075731166666667,0,0x39,
1.075740166666667,0,0x35,
1.075749250000000,0,0x42,
1.075758333333333,0,0x30,
1.075767416666667,0,0x45,
1.075776500000000,0,0x43,
1.075785500000000,0,0x0A,
1.075794583333333,0,0x53,
1.075803666666667,0,0x35,
1.075812750000000,0,0x30,
1.075821833333333,0,0x33,
1.075830833333333,0,0x30,
1.075839916666667,0,0x30,
1.075849000000000,0,0x30,
1.075858083333333,0,0x31,
1.075867166666667,0,0x46,
1.075876166666667,0,0x42,
1.576202583333333,0,0x53,
1.576211666666667,0,0x30,
1.576220750000000,0,0x32,
1.576229833333333,0,0x31,
1.576238833333333,0,0x30,
1.576247916666667,0,0x30,
1.576257000000000,0,0x30,
1.576266083333333,0,0x30,
1.576275166666667,0,0x35,
1.576284250000000,0,0x30,
1.576293333333333,0,0x36,
1.576302333333333,0,0x46,
1.576311416666667,0,0x37,
1.576320500000000,0,0x37,
1.576329583333333,0,0x36,
1.576338666666667,0,0x35,
1.576347666666667,0,0x37,
1.576356750000000,0,0x32,
1.576365833333333,0,0x35,
1.576374916666667,0,0x30,
1.576384000000000,0,0x34,
1.576393000000000,0,0x33,
1.576402083333333,0,0x32,
1.576411166666667,0,0x30,
1.576420250000000,0,0x34,
1.576429333333333,0,0x32,
1.576438333333333,0,0x36,
1.576447416666667,0,0x39,
1.576456500000000,0,0x36,
1.576465583333333,0,0x37,
1.576474666666667,0,0x32,
1.576483750000000,0,0x30,
1.576492750000000,0,0x34,
1.576507916666667,0,0x35,
1.576517000000000,0,0x36,
1.576526083333333,0,0x45,
1.576535166666667,0,0x36,
1.576544166666667,0,0x34,
1.576553250000000,0,0x36,
1.576562333333333,0,0x39,
1.576571416666667,0,0x36,
1.576580500000000,0,0x31,
1.576589500000000,0,0x36,
1.576598583333333,0,0x45,
1.576607666666667,0,0x32,
1.576616750000000,0,0x30,
1.576625833333333,0,0x33,
1.576634833333333,0,0x33,
1.576643916666667,0,0x33,
1.576653000000000,0,0x32,
1.576662083333333,0,0x32,
1.576671166666667,0,0x44,
1.576680166666667,0,0x34,
1.576689250000000,0,0x32,
1.576698333333333,0,0x36,
1.576707416666667,0,0x39,
1.576716500000000,0,0x37,
1.576725583333333,0,0x34,
1.576734583333333,0,0x32,
1.576743666666667,0,0x30,
1.576752750000000,0,0x35,
1.576761833333333,0,0x33,
1.576770916666667,0,0x37,
1.576780000000000,0,0x34,
1.576789000000000,0,0x37,
1.576798083333333,0,0x35,
1.576807166666667,0,0x36,
1.576816250000000,0,0x32,
1.576825333333333,0,0x30,
1.576834333333333,0,0x45,
1.576843416666667,0,0x0A,
1.576852500000000,0,0x53,
1.576861583333333,0,0x31,
1.576870666666667,0,0x32,
1.576879666666667,0,0x33,
1.576888750000000,0,0x30,
1.576897833333333,0,0x34,
1.576906916666667,0,0x45,
1.576916000000000,0,0x43,
1.576925000000000,0,0x39,
1.576934083333333,0,0x34,
1.576943166666667,0,0x32,
1.576952250000000,0,0x31,
1.576961333333333,0,0x46,
1.576970416666667,0,0x46,
1.576979500000000,0,0x44,
1.576988500000000,0,0x30,
1.576997583333333,0,0x39,
1.577006666666667,0,0x33,
1.577015750000000,0,0x45,
1.577024833333333,0,0x31,
1.577033833333333,0,0x30,
1.577042916666667,0,0x30,
1.577052000000000,0,0x32,
1.577061083333333,0,0x43,
1.577070166666667,0,0x37,
1.577079166666667,0,0x43,
1.577088250000000,0,0x33,
1.577097333333333,0,0x46,
1.577106416666667,0,0x30,
1.577115500000000,0,0x42,
1.577124500000000,0,0x37,
1.577133583333333,0,0x38,
1.577142666666667,0,0x39,
1.577151750000000,0,0x30,
1.577160833333333,0,0x37,
1.577169833333333,0,0x46,
1.577178916666667,0,0x30,
1.577188000000000,0,0x30,
1.577197083333333,0,0x30,
1.577206166666667,0,0x43,
1.577215250000000,0,0x39,
1.577224333333333,0,0x30,
1.577233333333333,0,0x39,
1.577242416666667,0,0x46,
1.577251500000000,0,0x30,
1.577260583333333,0,0x30,
1.577269666666667,0,0x30,
1.577278666666667,0,0x38,
1.577287750000000,0,0x33,
1.577296833333333,0,0x39,
1.577305916666667,0,0x32,
1.577315000000000,0,0x30,
1.577324000000000,0,0x30,
1.577333083333333,0,0x30,
1.577342166666667,0,0x30,
1.577351250000000,0,0x30,
1.577360333333333,0,0x39,
1.577369333333333,0,0x31,
1.577378416666667,0,0x33,
1.577387500000000,0,0x46,
1.577396583333333,0,0x30,
1.577405666666667,0,0x30,
1.577414750000000,0,0x31,
1.577423750000000,0,0x43,
1.577432833333333,0,0x34,
1.577441916666667,0,0x38,
1.577451000000000,0,0x30,
1.577460083333333,0,0x30,
1.577469166666667,0,0x30,
1.577478166666667,0,0x31,
1.577487250000000,0,0x32,
1.577496333333333,0,0x43,
